x,y,z
160.37,-26.17, 6.12
146.67,-06.74, 5.93
149.81,-11.58, 4.95
212.09,-56.00, 3.69
216.21,-56.59, 5.61
163.66,-29.64, 5.28
279.12,-47.22, 5.54
178.32,-42.54, 5.69
250.78,-56.11, 4.27
138.46,  6.44, 5.23
279.00,-47.23, 5.24
146.78,-06.50, 5.29
159.43,-24.38, 5.52
220.75,-56.82, 6.39
283.83,-44.38, 6.05
164.27,-29.73, 5.09
215.54,-56.07, 5.52
146.57,-05.86, 1.79
219.04,-56.30, 6.35
156.09,-19.30, 5.61
144.50,-02.36, 6.51
258.40,-54.29, 6.39
161.78,-26.39, 5.50
177.72,-41.26, 6.38
191.80,-49.20, 6.20
293.66,-37.01, 5.52
151.58,-12.91, 6.51
164.58,-29.43, 6.08
170.87,-35.66, 6.04
147.20,-06.33, 6.09
174.12,-38.16, 3.60
231.95,-56.71, 6.50
134.70, 12.72, 6.32
141.25,  3.09, 6.49
147.52,-06.19, 4.98
141.50,  2.88, 4.21
166.64,-30.61, 6.57
147.19,-05.46, 5.58
174.01,-37.25, 3.74
171.47,-35.06, 6.28
142.19,  2.06, 4.54
156.60,-18.61, 5.61
237.74,-56.16, 6.39
141.94,  2.49, 6.13
147.45,-05.70, 4.67
222.37,-55.70, 5.93
144.14,-00.75, 5.09
148.93,-07.80, 6.24
163.95,-27.29, 6.03
247.78,-55.30, 6.32
197.35,-50.01, 5.73
148.42,-06.73, 5.82
148.48,-06.83, 4.36
286.07,-42.15, 6.15
237.27,-55.85, 5.71
134.10, 14.14, 6.57
147.90,-05.74, 6.29
237.56,-55.71, 6.50
147.84,-05.56, 6.39
191.86,-47.34, 5.99
173.32,-35.55, 5.14
199.55,-50.32, 5.59
148.68,-06.65, 5.47
285.65,-42.24, 5.96
161.21,-23.17, 5.96
172.07,-34.32, 4.11
178.04,-39.07, 5.94
142.64,  2.24, 6.40
149.87,-08.22, 5.31
189.96,-46.18, 4.73
143.17,  1.52, 6.37
150.61,-09.18, 6.41
144.84,-00.84, 5.98
156.32,-16.75, 5.90
249.21,-54.41, 5.78
247.06,-54.61, 6.12
142.05,  3.39, 6.46
153.72,-13.09, 5.81
175.51,-36.55, 5.77
132.81, 16.20, 6.27
256.87,-53.00, 5.99
219.83,-54.18, 6.38
278.36,-45.94, 4.72
195.86,-48.04, 3.73
168.80,-30.19, 6.17
163.95,-25.14, 5.92
149.17,-06.09, 4.23
213.52,-52.78, 4.27
178.70,-38.17, 6.49
261.29,-51.65, 5.68
196.69,-47.90, 6.25
282.23,-43.68, 5.83
229.23,-54.48, 6.20
144.23,  1.13, 6.30
230.61,-54.40, 6.40
275.72,-46.68, 6.41
152.76,-10.44, 6.42
198.66,-48.26, 5.57
184.91,-41.57, 5.71
207.47,-50.85, 5.23
185.12,-41.66, 4.28
171.46,-31.35, 6.39
167.43,-27.13, 6.50
281.13,-43.84, 6.75
140.84,  6.44, 5.10
244.85,-53.51, 4.58
125.76, 24.91, 5.86
194.29,-45.81, 5.85
293.79,-35.80, 5.70
170.90,-30.28, 6.16
192.27,-44.75, 5.96
142.87,  3.90, 5.76
156.37,-14.04, 5.57
224.16,-53.08, 6.01
183.01,-39.42, 5.57
189.82,-43.37, 6.23
198.28,-47.14, 6.19
164.54,-23.55, 6.11
187.38,-41.97, 6.12
204.83,-49.12, 6.33
192.10,-44.18, 5.53
150.28,-05.77, 3.01
158.92,-16.70, 4.97
138.68,  9.84, 5.80
200.36,-47.40, 6.49
169.00,-27.51, 5.69
149.99,-05.06, 6.06
211.27,-50.46, 6.59
141.10,  6.81, 4.80
151.56,-06.92, 6.11
160.36,-17.74, 3.83
169.31,-27.30, 6.14
157.64,-14.49, 5.59
230.88,-52.77, 5.00
153.83,-09.63, 3.77
198.10,-46.00, 3.54
168.47,-26.26, 6.10
136.55, 12.86, 5.44
199.05,-46.28, 5.60
166.04,-23.73, 5.46
152.00,-07.11, 5.66
166.18,-23.85, 3.70
239.76,-52.69, 4.59
165.70,-23.26, 5.64
165.98,-23.53, 4.30
188.32,-41.08, 5.25
145.85,  1.10, 6.10
136.31, 13.27, 4.63
166.17,-23.51, 3.87
187.48,-40.49, 5.55
166.05,-23.36, 5.76
166.09,-23.36, 6.43
181.28,-36.39, 5.35
293.48,-35.59, 6.29
140.02,  8.75, 4.47
166.57,-23.75, 4.18
245.19,-52.14, 6.45
141.45,  7.03, 5.85
180.67,-35.81, 5.91
149.16,-02.90, 6.14
145.30,  2.19, 6.46
201.55,-46.47, 4.42
160.08,-16.25, 6.57
161.02,-17.33, 6.25
166.67,-23.45, 2.87
138.26, 11.18, 6.32
256.76,-50.51, 6.49
265.80,-48.46, 6.30
255.67,-50.63, 5.73
153.52,-08.10, 6.02
226.81,-51.61, 5.90
167.33,-23.83, 5.45
217.34,-50.32, 4.23
177.17,-32.53, 5.07
279.24,-43.54, 3.85
153.02,-07.22, 5.66
160.70,-16.42, 5.11
167.01,-23.23, 3.63
227.75,-51.50, 6.55
166.96,-23.17, 5.09
218.37,-50.30, 5.24
187.65,-39.43, 5.91
167.37,-23.40, 6.17
228.19,-51.40, 5.54
168.50,-24.44, 6.07
237.74,-51.73, 6.21
214.04,-49.27, 5.81
166.10,-21.93, 5.26
240.17,-51.53, 5.40
240.17,-51.53, 4.73
160.23,-15.14, 5.77
145.22,  3.22, 5.80
168.97,-24.32, 6.83
176.12,-30.70, 6.30
237.88,-51.40, 4.17
136.36, 13.96, 6.34
162.44,-17.52, 6.25
151.15,-03.98, 5.76
182.07,-34.88, 5.67
238.24,-51.16, 6.86
172.94,-27.41, 5.97
194.49,-41.74, 5.48
162.29,-16.69, 2.85
142.28,  7.42, 5.03
143.53,  5.90, 5.00
211.06,-47.44, 6.22
151.94,-04.33, 5.37
289.13,-37.80, 3.24
163.08,-17.14, 6.10
150.20,-02.10, 5.28
192.09,-40.10, 6.14
192.10,-40.10, 4.79
220.00,-49.14, 4.65
235.57,-50.53, 5.11
160.47,-13.97, 5.49
254.43,-49.37, 5.93
202.97,-44.47, 6.00
169.59,-23.16, 5.63
244.38,-50.23, 5.71
157.35,-10.09, 2.89
169.10,-22.63, 6.06
168.19,-21.64, 6.16
160.90,-13.96, 6.53
183.49,-34.22, 6.09
200.29,-43.10, 6.19
158.23,-10.89, 6.30
262.79,-47.64, 6.46
160.37,-13.11, 4.04
158.42,-10.75, 6.38
130.51, 20.91, 5.10
205.16,-44.47, 2.95
195.68,-40.48, 5.83
180.07,-30.98, 6.37
159.90,-11.91, 6.41
204.20,-43.75, 5.60
276.74,-43.11, 6.14
174.34,-26.15, 6.32
173.65,-25.50, 5.89
178.37,-29.38, 3.47
219.65,-47.62, 4.66
139.15, 12.18, 5.87
145.51,  5.03, 5.06
180.76,-30.80, 5.67
191.88,-37.81, 5.28
268.50,-45.53, 6.05
229.23,-48.71, 5.93
274.02,-43.78, 4.56
141.38,  9.91, 6.17
190.74,-36.87, 5.38
260.82,-47.14, 6.51
184.68,-33.06, 3.91
169.67,-20.79, 5.47
185.31,-33.28, 5.33
182.78,-31.53, 5.46
149.18,  1.40, 6.31
171.28,-22.15, 4.36
187.90,-34.77, 5.36
214.57,-45.74, 6.46
214.62,-45.70, 7.01
143.68,  7.66, 6.99
151.63,-01.32, 4.29
171.44,-22.10, 5.90
209.94,-44.34, 6.39
274.81,-43.21, 4.51
205.17,-42.77, 5.61
273.44,-43.64, 4.97
215.03,-45.53, 6.13
167.43,-17.96, 5.20
166.46,-16.90, 5.23
145.48,  6.01, 6.28
299.20,-30.56, 6.41
200.70,-40.65, 6.26
153.65,-03.04, 4.04
215.32,-45.33, 6.34
225.31,-47.18, 5.59
148.92,  2.27, 6.18
160.43,-10.42, 6.09
160.27,-10.15, 5.51
177.38,-26.33, 6.01
175.63,-24.83, 5.89
137.15, 15.10, 6.03
139.73, 12.48, 6.32
174.00,-23.09, 5.50
179.11,-27.24, 5.95
247.93,-47.57, 6.59
163.77,-13.03, 5.72
168.96,-18.08, 5.41
210.32,-43.12, 5.37
128.40, 23.40, 5.57
199.19,-38.76, 5.44
252.21,-47.02, 6.59
186.58,-31.73, 5.72
201.40,-39.58, 5.70
276.89,-41.65, 6.38
176.47,-24.06, 6.09
147.69,  4.73, 6.08
172.42,-20.55, 6.12
199.32,-38.39, 4.04
236.63,-47.05, 6.44
215.72,-43.99, 5.79
161.10,-09.47, 6.45
246.50,-47.02, 4.93
153.94,-01.82, 4.14
128.84, 23.15, 5.46
144.78,  8.04, 5.70
159.45,-07.54, 4.71
182.69,-28.42, 6.23
183.86,-29.25, 6.51
184.93,-29.96, 5.29
180.51,-26.76, 6.25
183.60,-28.94, 4.84
193.54,-35.07, 6.44
147.62,  5.21, 5.71
150.54,  2.13, 5.19
183.04,-28.34, 5.22
249.91,-46.51, 6.71
130.89, 21.50, 5.43
203.58,-39.45, 4.87
178.59,-24.70, 6.32
184.21,-28.85, 4.29
186.66,-30.50, 6.93
186.68,-30.50, 6.31
244.07,-46.58, 6.37
153.02,-00.09, 4.61
200.72,-38.00, 4.43
246.88,-46.41, 3.86
142.72, 10.66, 5.27
158.72,-05.93, 6.22
174.61,-21.03, 4.94
153.30,-00.16, 5.45
173.99,-20.17, 5.65
199.76,-37.03, 5.94
152.80,  0.57, 5.55
184.17,-27.93, 6.54
146.00,  7.67, 5.39
274.32,-41.65, 3.35
159.24,-05.89, 5.92
259.84,-44.79, 4.25
174.52,-20.28, 5.35
273.94,-41.72, 5.45
174.04,-19.83, 5.38
149.03,  4.70, 5.88
164.47,-10.95, 4.93
166.35,-12.81, 6.16
216.87,-42.62, 6.00
179.08,-23.82, 3.65
234.67,-45.47, 3.56
169.83,-15.94, 4.95
183.81,-27.30, 6.31
156.08,-02.40, 4.85
180.46,-24.80, 5.59
146.91,  6.99, 6.19
219.84,-43.21, 6.07
176.61,-21.69, 6.12
270.20,-42.56, 4.44
179.67,-24.01, 5.26
272.30,-42.01, 6.37
180.76,-24.74, 6.17
234.86,-45.24, 6.37
187.61,-29.49, 5.77
184.81,-27.62, 6.53
200.02,-36.20, 6.27
201.50,-36.83, 5.85
249.61,-45.32, 5.34
261.59,-44.09, 6.09
193.75,-32.85, 5.86
217.01,-42.07, 5.38
180.78,-24.38, 5.72
171.51,-16.74, 5.37
175.26,-19.97, 5.91
159.24,-05.01, 6.23
275.09,-41.01, 5.87
178.01,-22.01, 3.76
223.73,-43.30, 6.01
175.32,-19.66, 5.99
178.73,-22.41, 5.64
165.38,-10.65, 5.73
172.76,-17.39, 6.36
165.53,-10.75, 5.76
178.29,-21.86, 4.80
185.11,-26.88, 5.12
148.74,  5.96, 6.32
197.82,-34.30, 5.17
222.75,-42.75, 5.83
177.12,-20.68, 5.98
237.28,-44.56, 6.39
174.56,-18.48, 4.22
174.65,-18.54, 5.28
178.12,-21.30, 4.29
167.62,-12.24, 5.28
179.79,-22.54, 6.46
174.30,-17.98, 4.28
235.17,-44.23, 3.96
180.18,-22.60, 4.49
275.01,-40.52, 5.24
180.99,-23.12, 4.69
186.30,-26.90, 6.06
236.23,-44.12, 6.55
174.31,-17.69, 5.53
192.50,-30.50, 6.23
137.89, 16.48, 5.94
184.16,-25.11, 5.88
175.52,-18.46, 5.72
249.35,-44.24, 6.39
266.91,-42.27, 6.29
168.85,-12.53, 6.40
179.90,-21.75, 4.97
181.26,-22.77, 5.90
177.60,-19.92, 3.53
222.00,-41.69, 6.11
180.26,-21.97, 3.84
180.35,-22.01, 3.40
192.88,-30.40, 6.15
182.78,-23.73, 5.03
193.42,-30.57, 5.55
272.18,-40.92, 5.94
151.91,  3.95, 5.77
253.17,-43.71, 6.10
167.52,-10.85, 6.21
185.13,-25.09, 6.79
216.34,-39.91, 5.96
180.78,-21.88, 5.58
208.78,-37.40, 5.60
162.01,-05.62, 6.26
185.41,-25.18, 6.48
293.80,-32.90, 5.69
180.38,-21.45, 4.78
180.82,-21.75, 5.48
246.27,-43.80, 6.44
182.49,-22.97, 5.40
209.54,-37.39, 6.24
180.88,-21.42, 6.02
252.54,-43.37, 6.16
160.02,-03.27, 6.09
273.64,-40.20, 5.75
190.14,-27.59, 6.39
195.34,-30.63, 4.91
209.75,-37.13, 6.21
237.62,-43.04, 5.96
144.54, 11.30, 5.94
198.62,-32.10, 5.81
179.34,-19.76, 6.25
250.37,-43.22, 5.07
182.05,-21.67, 4.65
170.77,-12.53, 5.88
186.77,-24.93, 6.01
206.78,-35.50, 6.06
190.32,-27.08, 5.68
202.47,-33.55, 5.72
202.62,-33.52, 6.09
204.10,-34.18, 5.11
204.90,-34.51, 5.26
229.85,-41.59, 4.51
161.76,-04.03, 4.25
178.14,-18.19, 6.36
295.07,-32.05, 5.79
180.97,-20.25, 0.85
186.40,-24.13, 4.25
175.47,-15.85, 6.02
205.87,-34.63, 6.37
217.55,-38.65, 6.13
199.53,-31.57, 6.33
199.31,-31.38, 3.93
231.01,-41.31, 3.82
263.83,-41.42, 3.27
153.03,  4.53, 5.35
153.32,  4.26, 5.05
135.05, 19.65, 6.49
195.13,-28.94, 5.31
172.92,-13.20, 6.47
177.88,-17.22, 5.92
181.72,-20.12, 5.79
184.74,-22.24, 4.27
198.61,-30.66, 5.23
273.74,-39.47, 5.79
231.28,-41.06, 6.30
174.41,-14.15, 6.22
182.07,-20.07, 5.07
181.99,-19.97, 4.69
188.99,-24.76, 5.39
211.32,-35.89, 3.87
157.06,  1.28, 5.67
208.96,-34.85, 5.01
185.31,-22.05, 5.46
296.31,-31.26, 6.76
148.73,  8.83, 6.50
211.52,-35.66, 5.45
197.52,-29.46, 6.10
164.66,-05.27, 5.99
172.02,-11.64, 5.78
135.73, 19.40, 6.06
272.67,-39.34, 5.40
156.02,  2.62, 5.87
160.95,-01.78, 5.29
223.58,-38.91, 5.58
217.79,-37.36, 4.32
176.64,-15.07, 4.28
259.24,-41.23, 6.44
175.88,-14.19, 6.13
163.06,-03.28, 6.08
169.06,-08.49, 6.45
246.15,-41.49, 4.45
239.92,-40.91, 5.05
268.60,-39.73, 6.53
205.96,-32.37, 6.82
205.96,-32.37, 6.70
186.90,-21.80, 5.40
205.72,-32.12, 5.90
231.68,-39.74, 5.68
140.05, 16.55, 6.37
151.27,  7.54, 5.30
176.62,-14.03, 6.35
216.98,-36.20, 5.53
163.73,-03.23, 5.97
152.18,  6.81, 6.26
257.58,-40.79, 5.31
180.71,-16.93, 6.01
245.12,-40.87, 6.25
186.65,-21.16, 5.37
200.53,-29.34, 4.02
220.15,-36.87, 5.72
200.36,-28.99, 6.33
131.38, 22.78, 5.07
235.96,-39.75, 6.86
228.51,-38.47, 6.19
242.91,-40.35, 6.05
146.25, 12.16, 5.44
170.03,-07.78, 5.86
170.91,-08.52, 5.58
269.44,-39.05, 5.27
290.58,-33.35, 6.05
215.37,-34.81, 5.51
166.30,-04.57, 4.88
194.39,-25.12, 6.03
157.78,  2.79, 5.66
203.39,-29.83, 5.78
183.60,-17.97, 6.08
214.78,-34.37, 5.77
231.01,-38.60, 6.37
273.75,-38.12, 6.46
282.97,-35.83, 5.54
144.07, 14.04, 4.29
191.45,-23.07, 3.19
189.82,-21.83, 4.36
212.07,-33.12, 6.26
154.80,  5.63, 6.41
181.38,-15.91, 5.10
248.99,-40.07, 6.72
214.84,-33.96, 5.03
162.71,-00.90, 5.71
167.26,-04.65, 4.78
192.89,-23.52, 3.69
189.03,-21.00, 6.11
174.20,-10.13, 5.97
153.07,  7.36, 5.52
185.43,-18.39, 4.74
245.54,-39.66, 6.07
161.81,  0.32, 6.08
237.34,-38.74, 5.86
203.75,-28.78, 4.39
155.05,  6.00, 5.75
196.08,-24.71, 5.33
261.28,-39.22, 5.61
261.27,-39.22, 6.42
197.04,-25.08, 6.61
181.36,-14.84, 6.37
196.27,-24.56, 3.72
154.47,  6.68, 4.47
188.21,-19.56, 5.19
189.34,-20.25, 4.65
191.44,-21.59, 5.33
137.71, 19.17, 6.06
168.14,-04.40, 6.07
198.22,-25.45, 5.99
177.35,-11.54, 6.37
185.24,-17.28, 5.81
170.59,-06.16, 2.69
193.77,-22.63, 6.50
215.95,-33.06, 5.70
186.63,-18.05, 4.07
215.61,-32.90, 5.72
203.93,-27.88, 5.51
226.30,-35.91, 6.72
243.46,-38.65, 6.10
183.67,-15.75, 5.48
178.09,-11.64, 5.79
138.24, 19.00, 6.66
155.17,  6.61, 6.08
137.98, 19.19, 5.96
177.24,-10.92, 5.81
200.03,-25.70, 6.23
167.15,-02.88, 4.94
148.91, 11.58, 6.03
144.19, 15.03, 6.19
213.50,-31.51, 6.15
201.26,-26.07, 6.35
267.62,-37.96, 6.12
277.61,-36.31, 6.41
166.09,-01.79, 5.95
186.12,-16.94, 6.09
197.56,-24.02, 4.47
165.90,-01.61, 6.58
149.57, 11.38, 4.03
215.97,-32.06, 5.66
162.79,  1.18, 2.99
284.32,-34.57, 6.28
214.32,-31.33, 7.71
209.55,-29.41, 5.38
196.07,-22.61, 7.03
196.07,-22.60, 6.66
211.94,-30.34, 4.79
165.02,-00.43, 3.75
201.45,-25.45, 6.32
205.07,-27.18, 6.22
164.82,-00.08, 6.14
127.17, 25.68, 6.51
206.59,-27.69, 4.81
198.95,-23.81, 5.92
198.14,-23.33, 6.24
180.77,-12.06, 4.64
220.27,-32.85, 4.91
150.99, 10.80, 5.08
150.95, 10.83, 6.08
149.19, 12.11, 6.04
203.82,-26.03, 5.85
173.66,-06.57, 6.14
172.25,-05.41, 6.62
227.45,-34.62, 5.02
287.12,-33.55, 5.47
154.75,  8.14, 7.24
243.74,-37.38, 6.03
175.98,-08.17, 6.60
181.21,-12.01, 6.19
223.49,-33.46, 5.75
234.00,-35.92, 5.94
142.12, 17.12, 6.41
157.06,  6.51, 5.00
186.18,-15.35, 4.68
169.53,-03.00, 6.52
214.33,-30.21, 6.41
165.35,  0.27, 3.17
182.60,-12.64, 6.44
138.39, 19.58, 5.43
163.84,  1.49, 6.20
225.40,-33.70, 5.61
202.96,-25.00, 6.05
146.23, 14.54, 6.41
199.01,-22.82, 6.17
255.64,-37.63, 5.38
136.14, 20.98, 6.37
246.33,-37.15, 6.31
238.60,-36.23, 4.55
238.87,-36.26, 6.34
223.25,-32.73, 3.19
227.54,-33.91, 5.73
183.83,-12.94, 5.00
204.78,-25.35, 5.12
182.40,-11.85, 5.30
179.25,-09.56, 5.50
181.34,-11.09, 5.89
213.32,-29.10, 6.05
191.77,-18.00, 6.17
256.17,-37.28, 5.03
192.67,-18.48, 5.34
212.75,-28.66, 5.97
205.34,-25.31, 2.79
262.23,-37.07, 6.27
161.20,  4.29, 5.68
168.95,-01.49, 6.02
176.38,-07.06, 6.01
208.95,-26.83, 5.78
191.69,-17.46, 5.43
204.83,-24.83, 5.12
266.04,-36.72, 4.72
149.07, 13.14, 6.17
186.74,-14.21, 4.82
282.77,-34.21, 5.31
148.38, 13.65, 6.50
209.14,-26.69, 4.27
239.05,-35.50, 6.52
201.28,-22.67, 6.10
290.71,-32.05, 6.29
139.23, 19.59, 5.74
186.63,-13.57, 5.18
203.00,-23.29, 6.25
133.74, 22.65, 5.05
203.27,-23.33, 5.90
151.30, 11.99, 6.15
168.35,-00.30, 4.86
200.48,-21.79, 6.67
200.00,-21.51, 5.89
156.46,  8.45, 6.20
212.55,-27.51, 5.68
227.69,-32.67, 6.41
273.25,-35.61, 5.2 
212.67,-27.32, 4.45
206.91,-24.67, 5.91
198.52,-20.27, 4.46
241.22,-35.12, 6.57
284.67,-33.45, 6.27
199.37,-20.66, 6.09
217.25,-28.91, 3.31
200.71,-21.31, 6.32
209.07,-25.44, 6.37
213.88,-27.55, 4.36
173.30,-03.35, 5.02
156.37,  8.97, 6.5 
162.58,  4.57, 0.08
196.62,-18.79, 5.50
215.69,-28.05, 6.21
181.88,-09.32, 6.27
172.08,-02.26, 5.96
209.24,-25.25, 0.12
127.54, 25.79, 6.60
239.43,-34.41, 6.98
295.23,-30.47, 5.85
202.76,-21.93, 6.15
191.30,-15.25, 5.56
152.71, 11.75, 6.13
148.85, 14.29, 5.61
239.65,-34.30, 5.76
165.38,  2.95, 5.48
229.22,-31.97, 5.07
199.81,-19.99, 6.42
167.33,  1.68, 6.18
173.07,-02.48, 4.54
259.20,-35.84, 6.05
172.77,-02.23, 6.14
167.67,  1.54, 4.71
238.46,-33.84, 6.66
218.64,-28.40, 6.56
172.86,-02.13, 5.41
164.22,  4.15, 6.62
172.72,-01.92, 6.49
208.28,-23.96, 3.60
162.18,  5.68, 6.54
214.97,-26.80, 5.50
166.99,  2.28, 5.52
182.54,-08.70, 4.94
172.81,-01.83, 5.03
184.18,-09.80, 6.08
259.39,-35.57, 6.49
238.51,-33.49, 4.83
277.64,-34.26, 4.83
135.11, 22.40, 6.56
199.54,-19.12, 5.34
219.88,-28.33, 5.96
203.32,-21.00, 6.34
166.56,  2.93, 5.23
177.88,-05.08, 6.33
153.49, 11.88, 5.28
176.57,-04.12, 5.76
220.34,-28.36, 6.36
220.33,-28.36, 6.54
184.68,-09.64, 6.18
214.83,-26.24, 4.29
214.00,-25.79, 5.30
229.99,-31.24, 5.99
207.19,-22.66, 6.39
167.31,  2.65, 5.54
198.53,-17.95, 6.57
223.35,-29.07, 4.71
194.62,-15.61, 5.80
202.64,-20.09, 5.68
202.63,-20.03, 4.73
238.43,-32.88, 6.34
257.47,-34.98, 5.45
177.36,-04.09, 6.46
215.67,-25.96, 6.56
199.16,-17.86, 5.00
227.30,-29.95, 5.06
238.07,-32.61, 6.09
170.52,  0.88, 4.99
187.68,-10.82, 6.08
175.62,-02.58, 6.28
175.69,-02.63, 5.94
197.64,-16.82, 6.35
210.50,-23.39, 5.9 
172.68,-00.44, 6.55
187.20,-10.29, 4.99
202.68,-19.49, 5.70
203.35,-19.80, 6.11
216.02,-25.67, 5.25
209.98,-22.98, 4.14
229.54,-30.23, 6.49
200.48,-18.07, 6.32
203.46,-19.68, 5.08
204.87,-20.39, 3.36
200.96,-18.29, 4.95
196.93,-15.95, 1.64
177.99,-03.74, 1.65
219.25,-26.64, 5.65
244.40,-33.22, 5.71
172.38,  0.18, 6.15
173.25,-00.43, 5.94
174.19,-01.05, 6.15
241.66,-32.75, 6.82
188.00,-10.32, 6.25
212.58,-23.84, 5.61
203.26,-19.28, 6.57
264.19,-34.51, 6.11
149.08, 15.46, 5.42
202.31,-18.71, 6.16
176.76,-02.70, 5.74
173.28,-00.24, 5.07
208.02,-21.49, 6.23
196.66,-15.36, 6.42
187.07,-09.42, 5.42
189.39,-10.86, 6.16
183.75,-07.17, 4.88
200.09,-17.22, 4.59
222.23,-27.31, 5.89
249.84,-33.58, 6.08
188.93,-10.42, 5.50
294.02,-30.39, 6.51
187.79,-09.64, 5.77
214.37,-24.04, 6.35
259.56,-34.18, 6.27
190.93,-11.42, 6.35
201.88,-17.84, 6.41
181.25,-05.10, 5.47
177.92,-02.81, 6.24
224.15,-27.56, 6.07
167.79,  4.13, 6.00
169.15,  3.23, 6.37
206.28,-19.83, 6.39
246.03,-32.73, 5.87
154.43, 12.76, 6.48
223.56,-27.20, 2.84
206.46,-19.80, 5.79
183.70,-06.29, 6.29
189.72,-10.15, 5.94
201.67,-17.19, 5.78
204.31,-18.62, 4.71
241.75,-31.83, 5.57
267.52,-33.87, 5.14
199.53,-15.91, 6.21
233.75,-29.96, 6.75
198.02,-14.94, 4.20
210.38,-21.39, 6.33
200.48,-16.17, 5.46
175.77,-00.61, 4.76
138.26, 21.71, 6.17
187.18,-08.07, 4.38
167.51,  4.90, 6.55
188.50,-08.88, 5.46
209.80,-20.85, 6.22
223.94,-26.61, 5.55
175.34,-00.15, 6.48
203.84,-17.73, 6.85
203.86,-17.74, 2.23
146.14, 17.87, 6.26
173.74,  0.93, 6.27
210.44,-20.98, 4.62
253.35,-32.98, 5.46
148.49, 16.68, 6.15
187.39,-07.84, 5.69
279.07,-32.78, 6.03
185.76,-06.78, 6.18
205.14,-18.20, 5.35
239.89,-30.88, 3.87
205.31,-18.17, 6.46
191.08,-09.99, 5.64
220.95,-25.14, 2.58
157.19, 11.82, 5.73
271.57,-33.29, 6.59
204.84,-17.81, 5.34
163.00,  8.30, 6.11
252.02,-32.61, 5.86
202.53,-16.49, 6.59
200.43,-15.27, 5.36
204.79,-17.64, 6.22
205.20,-17.84, 5.93
182.95,-04.52, 5.38
195.40,-12.29, 4.41
243.44,-31.20, 5.48
179.95,-02.48, 6.27
195.05,-12.00, 3.54
195.05,-12.00, 5.61
239.62,-30.42, 5.78
273.48,-33.04, 6.19
194.79,-11.82, 5.60
169.49,  4.41, 6.09
128.17, 25.99, 6.11
209.57,-19.72, 5.67
209.56,-19.71, 4.78
233.78,-28.90, 6.53
181.47,-03.30, 6.49
208.18,-18.96, 6.56
208.11,-18.92, 6.24
208.50,-19.11, 4.59
209.01,-19.38, 6.73
209.01,-19.38, 7.96
209.01,-19.38, 5.13
209.01,-19.38, 6.70
209.05,-19.37, 5.08
208.07,-18.86, 6.38
209.52,-19.58, 2.77
207.04,-18.33, 6.40
208.55,-19.06, 5.26
180.72,-02.65, 5.83
205.21,-17.24, 1.70
175.19,  1.02, 6.33
189.12,-07.91, 5.54
209.37,-19.28, 6.54
195.84,-11.95, 4.09
194.33,-11.02, 5.94
237.44,-29.49, 5.78
185.69,-05.64, 3.00
209.81,-19.39, 5.72
262.70,-32.91, 6.43
196.20,-12.03, 6.12
177.88,-00.47, 5.40
232.71,-28.09, 6.26
147.32, 17.88, 5.60
273.80,-32.72, 5.34
209.79,-19.15, 6.05
215.37,-21.75, 6.11
197.53,-12.59, 5.88
181.19,-02.47, 6.37
271.73,-32.77, 3.76
208.78,-18.54, 6.19
179.04,-01.03, 5.96
158.38, 11.95, 6.23
231.89,-27.60, 6.16
253.76,-32.01, 6.11
181.90,-02.71, 5.18
185.38,-04.95, 6.34
267.43,-32.74, 6.75
206.82,-17.34, 3.81
206.82,-17.32, 6.65
210.53,-19.17, 5.96
200.73,-14.03, 4.57
232.81,-27.75, 5.31
270.16,-32.69, 6.32
211.16,-19.40, 4.80
177.37,  0.35, 6.04
176.90,  0.67, 6.11
207.81,-17.61, 6.00
155.74, 13.68, 6.05
213.62,-20.35, 6.50
151.34, 16.12, 6.15
221.62,-23.71, 6.38
179.04,-00.50, 6.43
190.09,-07.31, 4.86
246.21,-30.52, 5.82
206.45,-16.59, 2.05
206.45,-16.59, 4.21
207.25,-17.03, 6.22
184.35,-03.65, 6.59
205.71,-16.19, 4.95
287.93,-30.97, 5.19
184.93,-03.96, 6.36
204.40,-15.44, 5.93
238.81,-28.86, 2.64
214.44,-20.37, 6.52
237.23,-28.44, 5.45
207.44,-16.83, 6.42
276.51,-32.10, 6.31
184.62,-03.43, 6.21
220.74,-22.74, 6.21
203.54,-14.59, 4.91
284.90,-31.30, 5.78
221.60,-22.94, 6.15
238.18,-28.32, 6.34
211.24,-18.32, 6.02
226.52,-24.73, 5.87
156.39, 13.88, 5.94
206.44,-15.90, 6.31
161.98, 10.75, 5.47
235.12,-27.37, 6.19
239.62,-28.49, 5.29
170.11,  6.03, 6.58
222.74,-23.08, 5.73
150.37, 17.24, 6.13
187.05,-04.28, 6.95
201.57,-12.81, 6.09
168.49,  7.29, 6.29
224.43,-23.43, 6.34
244.95,-29.36, 6.25
226.76,-24.26, 6.15
226.79,-24.27, 3.60
252.25,-30.51, 6.39
191.39,-06.55, 6.00
209.24,-16.48, 6.34
196.90,-09.71, 5.79
204.32,-13.83, 5.95
192.60,-07.14, 5.72
189.82,-05.44, 5.49
290.68,-30.22, 6.05
155.93, 14.75, 6.54
193.17,-07.33, 5.29
145.13, 19.98, 6.20
171.58,  5.91, 4.52
237.29,-27.10, 5.17
187.23,-03.64, 6.07
219.40,-20.83, 3.55
199.75,-10.98, 5.27
220.81,-21.35, 6.17
